,file_name,wiki_commons_id,wiki_data_id,depicts,description,object_name,categories
170,File:133156213.jpg,133156213,Q11451,agriculture,cultivation of plants and animals to provide useful products,agriculture,['Agriculture']
171,File:92845482.jpg,92845482,Q124301948,Drying Laundry in the Sun,painting by Victor Westerholm,Drying Laundry in the Sun,NA
172,File:127691015.jpg,127691015,Q28054166,Ted McNamara,Australian-born vaudeville actor,Ted McNamara,['Teddie McNamara']
173,File:99895663.jpg,99895663,Q61724,Tauberbischofsheim,municipality in Germany,Tauberbischofsheim,['Tauberbischofsheim']
174,File:112503767.jpg,112503767,Q11451,agriculture,cultivation of plants and animals to provide useful products,agriculture,['Agriculture']
175,File:116253561.jpg,116253561,Q3947,house,building usually intended for living in,house,['Houses']
176,File:107709973.jpg,107709973,Q61053,Olaf Scholz,German politician (SPD) and 9th Federal Chancellor of Germany (since 2021),Olaf Scholz,['Olaf Scholz']
177,File:16518918.jpg,16518918,Q11811316,Park Dreszera,"urban park in Warsaw, Poland",Park Dreszera,['Park Dreszera']
178,File:81955881.jpg,81955881,Q27994500,civic tower,"tower in Belluno, Italy",civic tower,['Torre civica (Belluno)']
179,File:110092582.jpg,110092582,Q3995131,Torre Avogadro,"tower in Lumezzane, Italy",Torre Avogadro,['Torre Avogadro']
180,File:21191231.jpg,21191231,Q391123,Basilica of Bom Jesus,"church in Velha Goa, India",Basilica of Bom Jesus,['Basilica of Bom Jesus (Goa)']
181,File:131058865.jpg,131058865,Q117830175,Ionicons,Open Source icon set by the Ionic team,Ionicons,['Ionicons']
182,File:104034976.jpg,104034976,Q830,cattle,"large, domesticated, cloven-hooved herbivores",cattle,['Cattle']
183,File:91945385.jpg,91945385,Q1358183,Kuma River,river in Japan,Kuma River,['Kuma River']
184,File:44170144.jpg,44170144,Q194068,Apollo 15,fourth Moon landing and ninth crewed flight of the United States Apollo program,Apollo 15,['Apollo 15']
185,File:98706876.jpg,98706876,Q884259,tactile paving,system of textured ground surface indicators to assist pedestrians who are blind or visually impaired,tactile paving,['Tactile paving']
186,File:112758019.jpg,112758019,Q93352,coast,area where land meets the sea or ocean,coast,['Coasts']
187,File:112517330.jpg,112517330,Q532,village,small clustered human settlement smaller than a town,village,['Villages']
188,File:125807092.jpg,125807092,Q44497,mining,extraction of valuable minerals or other geological materials from the earth,mining,['Mining']
189,File:146719827.jpg,146719827,Q170552,balcony,platform projecting from the wall of a building,balcony,['Balconies']
190,File:74247982.jpg,74247982,Q7008561,Category:Spanish musical groups,Wikimedia category,Category:Spanish musical groups,['Musical groups from Spain']
191,File:142375746.jpg,142375746,Q17715179,Eloi Vila i Escarré,Spanish journalist and writer,Eloi Vila i Escarré,NA
192,File:97047892.jpg,97047892,Q112626397,Holy Trinity Church,"church building in Niagara Falls, Ontario, Canada",Holy Trinity Church,"['Holy Trinity Church (Chippawa, Ontario)']"
193,File:83318024.jpg,83318024,Q28966302,embroidery,creative work made using embroidery techniques,embroidery,NA
194,File:129795673.jpg,129795673,Q19660,Bucharest,capital and largest city of Romania,Bucharest,['Bucharest']
195,File:14406017.jpg,14406017,Q3947,house,building usually intended for living in,house,['Houses']
196,File:106178579.jpg,106178579,Q489357,farmhouse,chief dwelling-house attached to a farm,farmhouse,['Farmhouses']
197,File:17485161.jpg,17485161,Q9603984,Aline,pornographic performer (b. 1981),Aline,['Aline (pornstar)']
198,File:54509102.jpg,54509102,Q1381576,Woronora Dam,dam on the Woronora River in Australia,Woronora Dam,['Woronora Dam']
199,File:115862176.jpg,115862176,Q42948,wall,"vertical structure, usually solid, that defines and sometimes protects an area",wall,['Walls']
200,File:116974771.jpg,116974771,Q5004679,path,small road or street,path,['Paths']
201,File:114142479.jpg,114142479,Q1395624,Cara Delevingne,English model actress (born 1992),Cara Delevingne,['Cara Delevingne']
202,File:45170384.jpg,45170384,Q9026959,autograph,document written by hand,autograph,['Autographs']
203,File:118406388.jpg,118406388,Q175331,demonstration,collective action by people in favor of a cause,demonstration,['Demonstrations and protests']
204,File:105555966.jpg,105555966,Q79007,street,public thoroughfare in a built environment,street,['Streets']
205,File:110490436.jpg,110490436,Q19831784,Luca Waldschmidt,German association football player,Luca Waldschmidt,['Luca Waldschmidt']
206,File:113575591.jpg,113575591,Q7592458,St Ann's Church,"church in South Tottenham, London",St Ann's Church,"[""St Ann's Church, South Tottenham""]"
207,File:141049832.jpg,141049832,Q3947,house,building usually intended for living in,house,['Houses']
208,File:136459096.jpg,136459096,Q11451,agriculture,cultivation of plants and animals to provide useful products,agriculture,['Agriculture']
209,File:77335713.jpg,77335713,Q7569,child,human between birth and puberty,child,['Children']
210,File:93055464.jpg,93055464,Q98755288,Kuboesphasma compactum,species of insect,Kuboesphasma compactum,['Kuboesphasma compactum']
211,File:21454866.jpg,21454866,Q1735932,Katharina Kramer,Austrian television presenter and journalist,Katharina Kramer,['Katharina Kramer']
212,File:95682723.jpg,95682723,Q166564,sunset,daily disappearance of the Sun below the western half of the horizon,sunset,['Sunsets']
213,File:138374429.jpg,138374429,Q26574391,"272, The Gravel","building in Holt, Wiltshire, UK","272, The Gravel",NA
214,File:127207712.jpg,127207712,Q655686,commercial building,building associated with any aspect of the various activities and business relationships of industry and trade,commercial building,['Commerce buildings']
215,File:66859694.jpg,66859694,Q47468039,Broos Ganzeboom,Dutch politician,Broos Ganzeboom,['Broos Ganzeboom']
216,File:11544497.jpg,11544497,Q41209599,Gerner Straße 6-8,"villa in Munich, Germany",Gerner Straße 6-8,['Gerner Straße 6-8 (Neuhausen)']
217,File:45259392.jpg,45259392,Q4391610,Artyom Rebrov,Russian association football player,Artyom Rebrov,['Artem Rebrov']
218,File:129125368.jpg,129125368,Q5004679,path,small road or street,path,['Paths']
219,File:141244247.jpg,141244247,Q11111030,boardwalk,"an elevated footpath, walkway, or causeway built with wooden planks that enables pedestrians to cross wet, fragile, or marshy land",boardwalk,['Boardwalks']
220,File:77758393.jpg,77758393,Q20539616,Hannah Vaughan,painting by Francis Cotes,Hannah Vaughan,NA
