,file_name,wiki_commons_id,wiki_data_id,depicts,description,object_name,categories
36,File:89793031.jpg,89793031,Q5131141,Clelandella dautzenbergi,species of mollusc,Clelandella dautzenbergi,['Clelandella dautzenbergi']
37,File:114848906.jpg,114848906,Q1903141,Sint-Martinuskerk,"church in Tegelen, Netherlands",Sint-Martinuskerk,['Sint-Martinuskerk (Tegelen)']
38,File:100895069.jpg,100895069,Q2532541,Marpissa grata,species of arachnid,Marpissa grata,['Marpissa grata']
39,File:92685090.jpg,92685090,Q1604554,Helsinki Velodrome,"outdoor velodrome and american football stadium in Helsinki, Finland",Helsinki Velodrome,['Helsinki Velodrome']
40,File:95622704.jpg,95622704,Q99858293,The East Leeds Primary Care Trust (Establishment) Order 2001,UK Statutory Instrument 2001 No. 3620,The East Leeds Primary Care Trust (Establishment) Order 2001,NA
41,File:133897399.jpg,133897399,Q1006733,grassland,area with vegetation dominated by grasses,grassland,['Grasslands']
42,File:101702838.jpg,101702838,Q811979,architectural structure,human-designed and -made structure,architectural structure,['Structures']
43,File:46562919.jpg,46562919,Q20165782,Jane O'Meara Sanders,American social worker and college president,Jane O'Meara Sanders,['Jane Sanders']
44,File:169874.jpg,169874,Q1001,Mahatma Gandhi,Indian independence activist (1869–1948),Mahatma Gandhi,['Mohandas K. Gandhi']
45,File:119682685.jpg,119682685,Q3947,house,building usually intended for living in,house,['Houses']
46,File:94165523.jpg,94165523,Q4006,map,"visual representation of a concept space; symbolic depiction emphasizing relationships between elements of some space, such as objects, regions, or themes",map,['Maps']
47,File:123522922.jpg,123522922,Q110714081,Hampus Knutsson,Swedish ice hockey player,Hampus Knutsson,NA
48,File:37513136.jpg,37513136,Q159543,Coccinella septempunctata,species of beetle,Coccinella septempunctata,['Coccinella septempunctata']
49,File:46627236.jpg,46627236,Q4067342,Vladislav Antonov,Russian luger,Vladislav Antonov,['Vladislav Antonov']
50,File:42041893.jpg,42041893,Q2801466,Église Saint-Aignan d'Arthies,"church located in Val-d'Oise, in France",Église Saint-Aignan d'Arthies,"[""Église Saint-Aignan d'Arthies""]"
51,File:119918383.jpg,119918383,Q2041719,Our Lady of Angels Church,"church in Puducherry, India",Our Lady of Angels Church,"['Our Lady of Angels Church, Puducherry']"
52,File:129107500.jpg,129107500,Q5004679,path,small road or street,path,['Paths']
53,File:86713973.jpg,86713973,Q3947,house,building usually intended for living in,house,['Houses']
54,File:23312481.jpg,23312481,Q130730,Great Egret,species of bird,Great Egret,['Ardea alba']
55,File:104823680.jpg,104823680,Q1371145,Socks,cat belonging to Bill Clinton and family,Socks,['Socks (cat)']
56,File:107392571.jpg,107392571,Q35473,window,opening to admit light or air,window,['Windows']
57,File:125880317.jpg,125880317,Q45231226,Rachvalská,"street in Dolní Bousov, Czech Republic",Rachvalská,['Rachvalská']
58,File:103603763.jpg,103603763,Q283202,harbor,"sheltered body of water where ships, boats, and barges can be docked",harbor,['Ports and harbours']
59,File:9579698.jpg,9579698,Q700028,Warbling white-eye,species of bird,Warbling white-eye,['Zosterops japonicus']
60,File:114263566.jpg,114263566,Q108414695,Vivian Olivos Martínez,Peruvian politician,Vivian Olivos Martínez,['Vivian Olivos Martínez']
61,File:73726050.jpg,73726050,Q57556310,Venus Berlin 2018,adult entertainment fair,Venus Berlin 2018,['Venus Berlin 2018']
62,File:117244925.jpg,117244925,Q188509,suburb,human settlement that is part of/or near to a larger city or town,suburb,['Suburbs']
63,File:61516688.jpg,61516688,Q16875637,transverse flute,flute which is held horizontally when played,transverse flute,['Side-blown flutes']
64,File:141599037.jpg,141599037,Q655686,commercial building,building associated with any aspect of the various activities and business relationships of industry and trade,commercial building,['Commerce buildings']
65,File:114863354.jpg,114863354,Q1081138,historic site,"official location where pieces of political, military or social history have been preserved",historic site,['Historic sites']
66,File:123529640.jpg,123529640,Q34442,road,"wide way leading from one place to another, especially one with a specially prepared surface which vehicles can use",road,['Roads']
67,File:81717972.jpg,81717972,Q59820626,Home,Photo documentation,Home,['Customs in bavaria seen by Andreas Bohnenstengel']
68,File:106105220.jpg,106105220,Q5004679,path,small road or street,path,['Paths']
69,File:133789781.jpg,133789781,Q5004679,path,small road or street,path,['Paths']
70,File:94226685.jpg,94226685,Q11424,film,"sequence of images that give the impression of movement, stored on film stock",film,['Film']
71,File:88475252.jpg,88475252,Q81906370,Manuel Ramos,Portuguese alpine skier,Manuel Ramos,['Manuel Ramos']
72,File:143609192.jpg,143609192,Q1081138,historic site,"official location where pieces of political, military or social history have been preserved",historic site,['Historic sites']
73,File:110175043.jpg,110175043,Q691153,Glendalough,"monastery and glacial valley, Wicklow, Ireland",Glendalough,['Glendalough']
74,File:70437520.jpg,70437520,Q106673557,"Leonidas à la considération de sa fille Cleonide, se contente de bannir son gendre Cleombiote",painting by Pierre Bouillon,"Leonidas à la considération de sa fille Cleonide, se contente de bannir son gendre Cleombiote","['Leonidas à la considération de sa fille Cleonide, se contente de bannir son gendre Cleombiote - Pierre Bouillon']"
75,File:126673051.jpg,126673051,Q532,village,small clustered human settlement smaller than a town,village,['Villages']
76,File:109174416.jpg,109174416,Q17006838,holiday camp,"holiday accommodation that encourages holidaymakers to stay within the site boundary, and provides entertainment and facilities for them throughout the day",holiday camp,['Holiday camps']
77,File:101041350.jpg,101041350,Q104884952,"Album contribution of A. Goyer, for Burchard Grossmann","album contribution of Goyer, A. to album amicorum (1) of Burchard Grossmann","Album contribution of A. Goyer, for Burchard Grossmann",NA
78,File:141224647.jpg,141224647,Q43374870,Oxera splendida,species of vine in the family Lamiaceae,Oxera splendida,['Oxera splendida']
79,File:113187680.jpg,113187680,Q175185,rural area,geographic area that is located outside towns and cities,rural area,['Countryside']
80,File:99198534.jpg,99198534,Q296741,Enrique Peña Nieto,President of Mexico from 2012 to 2018,Enrique Peña Nieto,['Enrique Peña Nieto']
81,File:125413700.jpg,125413700,Q115209991,Jaheem Amada,gymnast,Jaheem Amada,['Jaheem Amada']
82,File:130805015.jpg,130805015,Q828144,floor exercise,artistic gymnastics apparatus,floor exercise,['Floor (gymnastics)']
83,File:101618825.jpg,101618825,Q1092661,moorland,type of habitat found in upland areas with (sometimes marshy) poor acid soil and overgrown with low vegetation,moorland,"['Moorlands, bogs and swamps']"
84,File:141894741.jpg,141894741,Q123807685,Clarinet,instrument in the collections of the Swedish Museum of Performing Arts (F320),Clarinet,['Clarinet (F320)']
85,File:84526005.jpg,84526005,Q59823246,Obtočná,"street in Prague, Czech Republic",Obtočná,NA
86,File:79291381.jpg,79291381,Q30603604,Woodland Cemetery,"cemetery in Cleveland, Ohio",Woodland Cemetery,['Woodland Cemetery (Cleveland)']
87,File:43474587.jpg,43474587,Q1444157,Lycée Hoche,public secondary school located in Versailles,Lycée Hoche,['Lycée Hoche']
88,File:110023317.jpg,110023317,Q355304,watercourse,any flowing body of water,watercourse,['Watercourses']
89,File:109271525.jpg,109271525,Q652386,South Gippsland Shire,"local government area in Victoria, Australia",South Gippsland Shire,NA
90,File:122452510.jpg,122452510,Q11451,agriculture,cultivation of plants and animals to provide useful products,agriculture,['Agriculture']
91,File:65637590.jpg,65637590,Q22706,vehicle registration plate,metal or plastic identification plate attached to a motor vehicle or trailer,vehicle registration plate,['License plates']
92,File:28971059.jpg,28971059,Q178805,joystick,input device used in aircraft and for video games,joystick,['Joysticks']
93,File:92773150.jpg,92773150,Q3407658,tram,public transport vehicle running on rails predominantly located on streets,tram,['Trams']
94,File:21939409.jpg,21939409,Q28810314,Africa,painting by Unidentfied artist,Africa,NA
95,File:143817102.jpg,143817102,Q188509,suburb,human settlement that is part of/or near to a larger city or town,suburb,['Suburbs']
96,File:7546934.jpg,7546934,Q384560,Malangatana Ngwenya,Mozambican artist (1936-2011),Malangatana Ngwenya,['Malangatana Ngwenya']
97,File:130078713.jpg,130078713,Q34442,road,"wide way leading from one place to another, especially one with a specially prepared surface which vehicles can use",road,['Roads']
98,File:21918143.jpg,21918143,Q4526194,আ,second vowel of the Bengali abugida,আ,['আ']
99,File:36904164.jpg,36904164,Q112317826,Grave of Chambry-Laborde,"sepulchral chapel located in Paris, in France",Grave of Chambry-Laborde,"['Grave of Chambry-Laborde (Père-Lachaise, division 17)']"
100,File:94590136.jpg,94590136,Q56072118,Casa das Mudas,"manor house and house of culture in Calheta, Madeira",Casa das Mudas,['Casa das Mudas']
101,File:125385631.jpg,125385631,Q159170,dragon's teeth,species of plant,dragon's teeth,['Lotus maritimus']
102,File:106226208.jpg,106226208,Q1788454,road junction,location where multiple roads intersect that allows vehicular traffic to change from one road to another,road junction,['Road junctions']
103,File:61456501.jpg,61456501,Q476636,Mercedes-Benz SLS AMG,car model,Mercedes-Benz SLS AMG,['Mercedes-Benz SLS AMG']
104,File:142966061.jpg,142966061,Q805263,Ballina,"town in New South Wales, Australia",Ballina,"['Ballina, New South Wales']"
105,File:132909844.jpg,132909844,Q19909671,"V.I. Kulakov National Medical Research Center for Obstetrics, Gynecology and Perinatology",hospital in Russia,"V.I. Kulakov National Medical Research Center for Obstetrics, Gynecology and Perinatology",['Russian obstetrics and gynecology center']
106,File:139934182.jpg,139934182,Q853890,Enduro,form of motorcycle sport,Enduro,['Enduro']
107,File:108318391.jpg,108318391,Q35872,boat,smaller watercraft,boat,['Boats']
108,File:38154457.jpg,38154457,Q6043733,Simon Persson,Swedish cross-country skier,Simon Persson,['Simon Persson']
109,File:97246952.jpg,97246952,Q99830355,The Education (Student Support) (European Institutions) (Amendment) Regulations 2007,UK Statutory Instrument 2007 No. 3344,The Education (Student Support) (European Institutions) (Amendment) Regulations 2007,NA
110,File:128176201.jpg,128176201,Q852947,brain in a vat,thought experiment,brain in a vat,['Brain in a vat']
111,File:142006740.jpg,142006740,Q7164874,Penstemon parryi,species of plant,Penstemon parryi,['Penstemon parryi']
112,File:85112579.jpg,85112579,Q61014920,Jonas Müller,Austrian luger,Jonas Müller,['Jonas Müller (luger)']
113,File:129646457.jpg,129646457,Q17838410,"Kelso, 22 Bowmont Street, Bowmont House","building in Scottish Borders, Scotland, UK","Kelso, 22 Bowmont Street, Bowmont House",NA
114,File:100727921.jpg,100727921,Q467,woman,female adult human,woman,['Women']
115,File:2656517.jpg,2656517,Q727435,Dieudonné Disi,athletics competitor,Dieudonné Disi,['Dieudonné Disi']
116,File:134228050.jpg,134228050,Q34442,road,"wide way leading from one place to another, especially one with a specially prepared surface which vehicles can use",road,['Roads']
117,File:93707659.jpg,93707659,Q463198,Life,American magazine published 1883-2000,Life,['Life (magazine)']
118,File:130428799.jpg,130428799,Q19367961,Església de la Mare de Déu de l'Assumpció,"cultural property in Benaguasil, Spain",Església de la Mare de Déu de l'Assumpció,"[""Església de la Mare de Déu de l'Assumpció de Benaguasil""]"
119,File:123080512.jpg,123080512,Q707803,Ren-ai District,"district of Keelung City, Taiwan",Ren-ai District,"['Ren-ai District, Keelung']"
120,File:71905496.jpg,71905496,Q22686,Donald Trump,president of the United States from 2017 to 2021,Donald Trump,['Donald Trump']
121,File:135218451.jpg,135218451,Q3947,house,building usually intended for living in,house,['Houses']
122,File:5679898.jpg,5679898,Q311725,Allen Johnson,American hurdler,Allen Johnson,['Allen Johnson']
123,File:2655642.jpg,2655642,Q4926288,Blessed Sacrament Church,"church building in Washington, United States of America",Blessed Sacrament Church,['Blessed Sacrament Church (Seattle)']
124,File:81966848.jpg,81966848,Q19284430,Green Lung,urban green space,Green Lung,NA
125,File:21530859.jpg,21530859,Q894650,A.V. Fomin Botanical Garden,"botanical garden in Kyiv, Ukraine",A.V. Fomin Botanical Garden,['Fomin Botanical Garden']
126,File:23838115.jpg,23838115,Q17446296,Nederlands Hervormde Kerk (Vlijmen),"church building in Heusden, Netherlands",Nederlands Hervormde Kerk (Vlijmen),['Nederlands Hervormde Kerk (Vlijmen)']
127,File:132549888.jpg,132549888,Q1006733,grassland,area with vegetation dominated by grasses,grassland,['Grasslands']
128,File:101720790.jpg,101720790,Q7982985,Wentlooge,"community in Newport, Wales",Wentlooge,['Wentlooge']
129,File:119585726.jpg,119585726,Q175185,rural area,geographic area that is located outside towns and cities,rural area,['Countryside']
130,File:142379167.jpg,142379167,Q801,Israel,country in Western-Asia,Israel,['Israel']
131,File:117215297.jpg,117215297,Q655686,commercial building,building associated with any aspect of the various activities and business relationships of industry and trade,commercial building,['Commerce buildings']
132,File:107445741.jpg,107445741,Q1307347,boundary,obstacle marking a delimitation of land,boundary,NA
133,File:128643946.jpg,128643946,Q1436751,Ford B-Max,car model,Ford B-Max,['Ford B-Max']
134,File:74831104.jpg,74831104,Q48320391,Mateusz Sochowicz,Polish luger,Mateusz Sochowicz,['Mateusz Sochowicz']
135,File:111852495.jpg,111852495,Q7013558,New York Fries,Canadian fast-food restaurant chain,New York Fries,['New York Fries']
136,File:109319145.jpg,109319145,Q106833,audiobook,recording of a text being read,audiobook,['Audiobooks']
137,File:35822766.jpg,35822766,Q14712154,Charlotte County Courthouse,"courthouse in Virginia, United States",Charlotte County Courthouse,"['Charlotte County Courthouse, Virginia']"
138,File:141243261.jpg,141243261,Q34442,road,"wide way leading from one place to another, especially one with a specially prepared surface which vehicles can use",road,['Roads']
139,File:21797059.jpg,21797059,Q2969357,Château de Grignan,"chateau in Drôme, France",Château de Grignan,['Château de Grignan']
140,File:7348808.jpg,7348808,Q179530,Papilio machaon,species of insect,Papilio machaon,['Papilio machaon']
141,File:8077802.jpg,8077802,Q7273575,R. David Paulison,Retired fire chief and former Director of the Federal Emergency Management Agency,R. David Paulison,['R. David Paulison']
142,File:65549743.jpg,65549743,Q90736,Dina Gralla,German actress (1905-1994),Dina Gralla,['Dina Gralla']
143,File:107691748.jpg,107691748,Q5004679,path,small road or street,path,['Paths']
144,File:87126708.jpg,87126708,Q193468,van,covered transportation vehicle,van,['Vans']
145,File:79057581.jpg,79057581,Q102518542,Robin Adler,German gymnast,Robin Adler,['Robin Adler']
146,File:64065911.jpg,64065911,Q4711999,Alberto Diaspro,Italian engineer and physicist (1959-),Alberto Diaspro,['Alberto Diaspro']
147,File:140067997.jpg,140067997,Q93352,coast,area where land meets the sea or ocean,coast,['Coasts']
148,File:36079228.jpg,36079228,Q33200,Mosque-Cathedral of Cordoba,"cathedral (former mosque) in Cordoba, Spain",Mosque-Cathedral of Cordoba,['Mosque-Cathedral of Córdoba']
149,File:124948223.jpg,124948223,Q3947,house,building usually intended for living in,house,['Houses']
150,File:133729866.jpg,133729866,Q11451,agriculture,cultivation of plants and animals to provide useful products,agriculture,['Agriculture']
151,File:117312646.jpg,117312646,Q34442,road,"wide way leading from one place to another, especially one with a specially prepared surface which vehicles can use",road,['Roads']
152,File:52124356.jpg,52124356,Q18600980,Mountainous Landscape with Figures and a Bridge,painting by Roelant Savery,Mountainous Landscape with Figures and a Bridge,NA
153,File:68255315.jpg,68255315,Q1271093,Tawny-rumped Tyrannulet,species of bird,Tawny-rumped Tyrannulet,['Phyllomyias uropygialis']
154,File:89047898.jpg,89047898,Q4559516,Osaka Auto Messe,"annual auto show in Osaka, Japan",Osaka Auto Messe,['Osaka Auto Messe']
155,File:123069025.jpg,123069025,Q5004679,path,small road or street,path,['Paths']
156,File:133966465.jpg,133966465,Q3947,house,building usually intended for living in,house,['Houses']
157,File:18752616.jpg,18752616,Q37924443,"Friedhofskreuz, Klingenbach","cemetery in Klingenbach, Austria","Friedhofskreuz, Klingenbach","['Friedhofskreuz, Klingenbach']"
158,File:39521539.jpg,39521539,Q3121131,Gustave Caillois,French bicycle racer and motorcycle racer (1874-1958),Gustave Caillois,['Gustave Caillois']
159,File:27802544.jpg,27802544,Q11712657,Inowrocław railway station,"railway station in Inowrocław, Poland",Inowrocław railway station,['Train stations in Inowrocław']
160,File:66113528.jpg,66113528,Q2479591,Ordnance QF 25 pounder,1940 British 88 mm field gun-howitzer,Ordnance QF 25 pounder,['QF 25 pounder']
161,File:108492750.jpg,108492750,Q25271,International Space Station,modular space station in low Earth orbit,International Space Station,['International Space Station']
162,File:121287580.jpg,121287580,Q10884,tree,perennial woody plant,tree,['Trees']
163,File:71628040.jpg,71628040,Q755831,Anand Sharma,Indian politician,Anand Sharma,['Anand Sharma']
164,File:104630788.jpg,104630788,Q2204137,Pandroseion,ancient sanctuary in the Acropolis of Athens,Pandroseion,['Pandroseion']
165,File:124198601.jpg,124198601,Q470016,American Coot,species of bird,American Coot,['Fulica americana']
166,File:48261336.jpg,48261336,Q18043692,Tevin Coleman,American football player,Tevin Coleman,['Tevin Coleman']
167,File:127480644.jpg,127480644,Q97452756,El Alamein Park,"park in Liverpool, New South Wales",El Alamein Park,"['El Alamein Park, Liverpool']"
168,File:84332385.jpg,84332385,Q76428490,Stolperstein dedicated to Nikolaj Klopan,"Stolperstein in Burgwedel, Lower Saxony, Germany",Stolperstein dedicated to Nikolaj Klopan,NA
169,File:139966340.jpg,139966340,Q1081138,historic site,"official location where pieces of political, military or social history have been preserved",historic site,['Historic sites']
170,File:43598830.jpg,43598830,Q500946,"Saint Bartholomew church, Drohobych",church,"Saint Bartholomew church, Drohobych","['Saint Bartholomew church, Drohobych']"
171,File:127340811.jpg,127340811,Q55075651,upland,non-mountainous region of land which is higher in elevation than adjacent low-lying areas,upland,NA
172,File:42091803.jpg,42091803,Q7569,child,human between birth and puberty,child,['Children']
173,File:89824820.jpg,89824820,Q63727189,Dermomurex lanceolatus,species of molluscs,Dermomurex lanceolatus,['Dermomurex lanceolatus']
174,File:115965176.jpg,115965176,Q93352,coast,area where land meets the sea or ocean,coast,['Coasts']
175,File:100313460.jpg,100313460,Q67650872,Moritzgasse,"street in Dresden, Germany",Moritzgasse,"['Moritzgasse, Dresden']"
176,File:72739951.jpg,72739951,Q30067351,Roman Catholic cemetery in Rajcza,"historic cemetery in Rajcza, Silesian Voivodeship, Poland",Roman Catholic cemetery in Rajcza,['Cemetery in Rajcza']
177,File:29536011.jpg,29536011,Q166564,sunset,daily disappearance of the Sun below the western half of the horizon,sunset,['Sunsets']
178,File:115784003.jpg,115784003,Q106623070,NaLyssa Smith,American basketball player,NaLyssa Smith,['NaLyssa Smith']
179,File:125009874.jpg,125009874,Q532,village,small clustered human settlement smaller than a town,village,['Villages']
180,File:51275157.jpg,51275157,Q1992190,St. George's Church,"church in Drohobych, Ukraine",St. George's Church,"['Saint George church, Drohobych']"
181,File:31890378.jpg,31890378,Q41320504,Resurrection Church (Schwebheim),"cultural heritage monument D-6-78-176-1 (0) in Schwebheim, Bavaria",Resurrection Church (Schwebheim),['Auferstehungskirche (Schwebheim)']
182,File:126549483.jpg,126549483,Q1081138,historic site,"official location where pieces of political, military or social history have been preserved",historic site,['Historic sites']
183,File:131797610.jpg,131797610,Q3947,house,building usually intended for living in,house,['Houses']
184,File:10563711.jpg,10563711,Q11745597,Church of the Immaculate Conception of the Blessed Virgin Mary,"Roman Catholic church in Berdychiv, Ukraine; part of the Monastery of Discalced Carmelites",Church of the Immaculate Conception of the Blessed Virgin Mary,"['Carmelite Monastery in Berdychiv', 'Church of the Virgin Mary, Berdychiv']"
185,File:109542843.jpg,109542843,Q532,village,small clustered human settlement smaller than a town,village,['Villages']
186,File:138250035.jpg,138250035,Q2448996,Interstate 95 in Virginia,"section of Interstate Highway in Virginia, United States",Interstate 95 in Virginia,['Interstate 95 in Virginia']
187,File:126131482.jpg,126131482,Q532,village,small clustered human settlement smaller than a town,village,['Villages']
188,File:81841311.jpg,81841311,Q134307,portrait,artistic representation of one or more persons,portrait,['Portraits']
189,File:128452570.jpg,128452570,Q5004679,path,small road or street,path,['Paths']
190,File:117611835.jpg,117611835,Q532,village,small clustered human settlement smaller than a town,village,['Villages']
191,File:27483478.jpg,27483478,Q3583297,Église Saint-Médard de Villers-Saint-Frambourg,"church located in Oise, in France",Église Saint-Médard de Villers-Saint-Frambourg,['Église Saint-Médard de Villers-Saint-Frambourg']
192,File:117919051.jpg,117919051,Q11451,agriculture,cultivation of plants and animals to provide useful products,agriculture,['Agriculture']
193,File:122947413.jpg,122947413,Q655686,commercial building,building associated with any aspect of the various activities and business relationships of industry and trade,commercial building,['Commerce buildings']
194,File:40509975.jpg,40509975,Q146,house cat,domesticated feline,house cat,['Felis silvestris catus']
195,File:133606018.jpg,133606018,Q34442,road,"wide way leading from one place to another, especially one with a specially prepared surface which vehicles can use",road,['Roads']
196,File:129305113.jpg,129305113,Q34442,road,"wide way leading from one place to another, especially one with a specially prepared surface which vehicles can use",road,['Roads']
197,File:109492130.jpg,109492130,Q22698,park,"permanently dedicated recreation area, often open to the public and generally characterized by natural, historic, or landscape features",park,['Parks']
198,File:109827461.jpg,109827461,Q532,village,small clustered human settlement smaller than a town,village,['Villages']
199,File:134693704.jpg,134693704,Q5,human,"any member of Homo sapiens, unique extant species of the genus Homo, from embryo to adult",human,['People']
200,File:75362711.jpg,75362711,Q655318,still rings,artistic gymnastics apparatus,still rings,['Still rings']
201,File:9111470.jpg,9111470,Q6790348,Matthew Cottrill House,"historic house in Maine, United States",Matthew Cottrill House,['Matthew Cottrill House']
202,File:89505598.jpg,89505598,Q440956,Christopher Mintz-Plasse,American actor,Christopher Mintz-Plasse,['Christopher Mintz-Plasse']
203,File:106176955.jpg,106176955,Q79007,street,public thoroughfare in a built environment,street,['Streets']
204,File:6957122.jpg,6957122,Q16828873,"Danville Branch, National Home for Disabled Volunteer Soldiers Historic District","historic district in Illinois, United States","Danville Branch, National Home for Disabled Volunteer Soldiers Historic District","['National Home for Disabled Volunteer Soldiers, Danville Branch']"
205,File:81023803.jpg,81023803,Q828144,floor exercise,artistic gymnastics apparatus,floor exercise,['Floor (gymnastics)']
206,File:123580452.jpg,123580452,Q56397239,energy infrastructure,civil development for power production,energy infrastructure,['Energy infrastructure']
207,File:7262937.jpg,7262937,Q17526260,"Church of St George, Stowlangtoft","Grade I listed church in Stowlangtoft, Suffolk, United Kingdom","Church of St George, Stowlangtoft","[""St George's church, Stowlangtoft""]"
208,File:117318311.jpg,117318311,Q188509,suburb,human settlement that is part of/or near to a larger city or town,suburb,['Suburbs']
209,File:117998007.jpg,117998007,Q13121,Aalst,"city in East Flanders, Belgium",Aalst,"['Aalst, Belgium']"
210,File:28594718.jpg,28594718,Q2055773,Passage Jouffroy,"thoroughfare in Paris, France",Passage Jouffroy,['Passage Jouffroy (Paris)']
211,File:141134369.jpg,141134369,Q1081138,historic site,"official location where pieces of political, military or social history have been preserved",historic site,['Historic sites']
212,File:24904961.jpg,24904961,Q2540597,Braintree Freeport railway station,"railway station in Braintree, Essex, England",Braintree Freeport railway station,['Braintree Freeport railway station']
213,File:28355017.jpg,28355017,Q16489099,Watchtower of el Enebral,watchtower of caliphal origin (Caliphate of Córdoba),Watchtower of el Enebral,['Watchtower of el Enebral']
214,File:94633410.jpg,94633410,Q723528,Rabbit show jumping,animal sport,Rabbit show jumping,['Rabbit show jumping']
215,File:33301432.jpg,33301432,Q152109,Dôme des Invalides,"dome in Paris, France",Dôme des Invalides,['Dôme des Invalides']
216,File:99739073.jpg,99739073,Q2,Earth,third planet from the Sun in the Solar System,Earth,['Earth']
217,File:3859544.jpg,3859544,Q2978148,Claude Sernet,Romanian poet,Claude Sernet,['Claude Sernet']
218,File:135188976.jpg,135188976,Q55075651,upland,non-mountainous region of land which is higher in elevation than adjacent low-lying areas,upland,NA
