,file_name,wiki_commons_id,wiki_data_id,depicts,description,object_name,categories
56,File:78817118.jpg,78817118,Q16854336,Sam Paganini,Italian DJ,Sam Paganini,['Sam Paganini']
57,File:43843900.jpg,43843900,Q7401495,Saint John the Baptist Church,cultural heritage monument of Armenia,Saint John the Baptist Church,['Saint John the Baptist Church (Yerevan)']
58,File:122948102.jpg,122948102,Q8148,industrial sector,economic sector characterized by large scale automated manufacturing as in industrialization,industrial sector,['Industry (manufacturing)']
59,File:105608425.jpg,105608425,Q22731,stone,rock or artificial rock-like material,stone,['Stone (material)']
60,File:50093951.jpg,50093951,Q55602738,2WEI,musical artist,2WEI,['2WEI']
61,File:82319917.jpg,82319917,Q16900539,"St Winefride's Church, Holywell",grade II listed church in the United kingdom,"St Winefride's Church, Holywell","[""St Winefride's Church, Holywell""]"
62,File:112661966.jpg,112661966,Q1403379,Felix Brueckmann,German ice hockey goaltender,Felix Brueckmann,['Felix Brückmann']
63,File:73282994.jpg,73282994,Q5521368,Ganjali Khan Complex,"architectural complex in Kerman, Iranian national heritage site",Ganjali Khan Complex,['Ganjali Khan Complex']
64,File:127614996.jpg,127614996,Q5290,computer monitor,electronic visual display for computers,computer monitor,['Computer displays']
65,File:128535411.jpg,128535411,Q4601804,2003 Santa Fe flood,2003 Argentine flood,2003 Santa Fe flood,['Inundación de 2003 en Santa Fe']
66,File:3002573.jpg,3002573,Q1262207,Jungle Myna,species of bird,Jungle Myna,['Acridotheres fuscus']
67,File:104907423.jpg,104907423,Q283257,Vidhana Soudha,"Seat of legislature, Govt of Karnataka",Vidhana Soudha,['Vidhana Soudha']
68,File:130054692.jpg,130054692,Q11451,agriculture,cultivation of plants and animals to provide useful products,agriculture,['Agriculture']
69,File:69531618.jpg,69531618,Q41176,building,"structure, typically with a roof and walls, standing more or less permanently in one place",building,['Buildings']
70,File:123094028.jpg,123094028,Q580499,oratory,building or room for prayer,oratory,['Oratories']
71,File:124160684.jpg,124160684,Q55075651,upland,non-mountainous region of land which is higher in elevation than adjacent low-lying areas,upland,NA
72,File:25838390.jpg,25838390,Q116215917,Palazzo Delle Piane,"palace in Savona, Italy",Palazzo Delle Piane,['Palazzo Delle Piane (Savona)']
73,File:133893560.jpg,133893560,Q1757562,air transport,"economic activity defined by the French classification of activities (for the general activity, use Q118984357)",air transport,['Air transport']
74,File:100457286.jpg,100457286,Q1270893,Döberitzer Heide,nature reserve in Germany,Döberitzer Heide,['Döberitzer Heide']
75,File:100289188.jpg,100289188,Q2662377,Wilanowska metro station,"metro station in Warsaw, Poland",Wilanowska metro station,['Wilanowska metro station']
76,File:110255848.jpg,110255848,Q11747004,Saint Catherine church in Pielgrzymowice,"historic wooden church in Pielgrzymowice, Silesian Voivodeship, Poland",Saint Catherine church in Pielgrzymowice,['Saint Catherine church in Pielgrzymowice']
77,File:89714336.jpg,89714336,Q206823,Reims Cathedral,Roman Catholic cathedral of Reims in France,Reims Cathedral,['Reims Cathedral']
78,File:73588597.jpg,73588597,Q2722085,Kiran Bedi,Lt. Governor of Puducherry and First woman Indian Police Officer,Kiran Bedi,['Kiran Bedi']
79,File:53760082.jpg,53760082,Q5210826,Dalešice Reservoir,"reservoir in Dalešice, Czech Republic",Dalešice Reservoir,['Dalešice Reservoir']
80,File:97256611.jpg,97256611,Q870,train,form of rail transport consisting of a series of connected vehicles,train,['Trains']
81,File:131947414.jpg,131947414,Q532,village,small clustered human settlement smaller than a town,village,['Villages']
82,File:1460788.jpg,1460788,Q117075694,Rail vehicle doors,Doors giving giving entrance and exit to rail vehicles,Rail vehicle doors,['Rail vehicle doors']
83,File:124628294.jpg,124628294,Q5004679,path,small road or street,path,['Paths']
84,File:56228300.jpg,56228300,Q139890,Zack Snyder,American filmmaker,Zack Snyder,['Zack Snyder']
85,File:20985551.jpg,20985551,Q2458330,"Servaasbrug, Utrecht",bridge in Netherlands,"Servaasbrug, Utrecht","['Servaasbrug, Utrecht']"
86,File:133449796.jpg,133449796,Q1081138,historic site,"official location where pieces of political, military or social history have been preserved",historic site,['Historic sites']
87,File:114065746.jpg,114065746,Q1081138,historic site,"official location where pieces of political, military or social history have been preserved",historic site,['Historic sites']
88,File:127733122.jpg,127733122,Q34442,road,"wide way leading from one place to another, especially one with a specially prepared surface which vehicles can use",road,['Roads']
89,File:6971868.jpg,6971868,Q11971985,Gimle Kino,"cinema in Oslo, Norway",Gimle Kino,['Gimle kino']
90,File:11937684.jpg,11937684,Q231603,Sei Shōnagon,Japanese author and court lady,Sei Shōnagon,['Sei Shōnagon']
91,File:87226438.jpg,87226438,Q85569938,Big Snow American Dream,Indoor ski and snowboarding park,Big Snow American Dream,['Big Snow American Dream']
92,File:106678763.jpg,106678763,Q1841464,Sutton cum Duckmanton,"civil parish in North East Derbyshire, Derbyshire, England",Sutton cum Duckmanton,['Sutton cum Duckmanton']
93,File:65737674.jpg,65737674,Q103847147,Hans Wagner,German gymnast,Hans Wagner,['Hans Wagner (gymnast)']
94,File:102470288.jpg,102470288,Q2075301,view,"something to look at, such as scenery",view,['Views']
95,File:117486396.jpg,117486396,Q11451,agriculture,cultivation of plants and animals to provide useful products,agriculture,['Agriculture']
96,File:145279217.jpg,145279217,Q525,Sun,star at the centre of the Solar System,Sun,['Sun']
97,File:58713685.jpg,58713685,Q3957,town,settlement that is smaller than a city but bigger than a large village (or a large borough in some areas),town,['Towns']
98,File:108050120.jpg,108050120,Q2175765,tram stop,place designated for a tram to stop so passengers can board or leave,tram stop,['Tram stops']
99,File:121529630.jpg,121529630,Q363976,Jack R. Lousma,American astronaut and politician,Jack R. Lousma,['Jack R. Lousma']
100,File:136386813.jpg,136386813,Q61594997,Tomáš Macháč,Czech tennis player,Tomáš Macháč,['Tomáš Macháč']
101,File:142491895.jpg,142491895,Q801,Israel,country in Western-Asia,Israel,['Israel']
102,File:132704691.jpg,132704691,Q5004679,path,small road or street,path,['Paths']
103,File:87790737.jpg,87790737,Q9376851,Wojciech Skurkiewicz,Polish politician and deputy,Wojciech Skurkiewicz,['Wojciech Skurkiewicz']
104,File:144604655.jpg,144604655,Q294440,public space,places for public use,public space,['Public space']
105,File:17366205.jpg,17366205,Q1283318,chest radiograph,Projection X-ray of the chest,chest radiograph,['X-rays of the chest']
106,File:21191381.jpg,21191381,Q4902046,Bhoramdeo Temple,temple in India,Bhoramdeo Temple,['Bhoramdeo Temple']
107,File:129628439.jpg,129628439,Q1001887,Ifrane,City in Morocco,Ifrane,['Ifrane']
108,File:133495328.jpg,133495328,Q1311670,rail infrastructure,immovable parts of rail transport,rail infrastructure,['Rail transport infrastructure']
109,File:144073383.jpg,144073383,Q347379,marine,related to the sea,marine,['Marine']
110,File:119772807.jpg,119772807,Q35158,stereoscopy,technique for creating or enhancing the illusion of depth in an image,stereoscopy,['Stereoscopy']
111,File:94096798.jpg,94096798,Q691896,National Museum Zurich,museum in Switzerland,National Museum Zurich,['Landesmuseum Zürich']
112,File:101655725.jpg,101655725,Q15709582,country lane,narrow road in the countryside,country lane,NA
113,File:62807085.jpg,62807085,Q42756821,Pyramidal mausoleum of Maktar,mausoleum in Tunisia,Pyramidal mausoleum of Maktar,['Pyramidal mausoleum of Maktar']
114,File:109149487.jpg,109149487,Q53187,Prata di Pordenone,Italian comune,Prata di Pordenone,['Prata di Pordenone']
115,File:103891316.jpg,103891316,Q944588,slope,side of a hill or mountain,slope,['Slopes']
116,File:125735445.jpg,125735445,Q655686,commercial building,building associated with any aspect of the various activities and business relationships of industry and trade,commercial building,['Commerce buildings']
117,File:126795911.jpg,126795911,Q5004679,path,small road or street,path,['Paths']
118,File:121729514.jpg,121729514,Q11451,agriculture,cultivation of plants and animals to provide useful products,agriculture,['Agriculture']
119,File:20644328.jpg,20644328,Q4953051,Signe Hebbe,singer (1837-1925),Signe Hebbe,['Signe Hebbe']
120,File:113880364.jpg,113880364,Q1652032,Gorokhovetsky District,"municipal district in Vladimir Oblast, Russia",Gorokhovetsky District,['Gorokhovetsky District']
121,File:123379841.jpg,123379841,Q55075651,upland,non-mountainous region of land which is higher in elevation than adjacent low-lying areas,upland,NA
122,File:121272592.jpg,121272592,Q1791151,Römisches Freilichtmuseum Hechingen-Stein,museum in Germany,Römisches Freilichtmuseum Hechingen-Stein,['Römisches Freilichtmuseum Hechingen-Stein']
123,File:68291745.jpg,68291745,Q19665964,Matt Polster,American professional soccer player,Matt Polster,['Matt Polster']
124,File:75073618.jpg,75073618,Q19668816,Ben Johnson,American track athlete,Ben Johnson,['Benjamin Washington Johnson']
125,File:141214512.jpg,141214512,Q1092661,moorland,type of habitat found in upland areas with (sometimes marshy) poor acid soil and overgrown with low vegetation,moorland,"['Moorlands, bogs and swamps']"
126,File:82057432.jpg,82057432,Q7367783,Rose Hill Manor,"building in Maryland, United States",Rose Hill Manor,['Rose Hill Manor']
127,File:125788041.jpg,125788041,Q93352,coast,area where land meets the sea or ocean,coast,['Coasts']
128,File:122517633.jpg,122517633,Q355304,watercourse,any flowing body of water,watercourse,['Watercourses']
129,File:29904075.jpg,29904075,Q1969432,Almendres Cromlech,"stone circle in Évora, Portugal",Almendres Cromlech,['Cromeleque dos Almendres']
130,File:122768227.jpg,122768227,Q323164,Le Touquet-Paris-Plage,French commune in Pas-de-Calais,Le Touquet-Paris-Plage,['Le Touquet-Paris-Plage']
131,File:43136245.jpg,43136245,Q11860,Silvio Berlusconi,Italian politician and media tycoon (1936–2023),Silvio Berlusconi,['Silvio Berlusconi']
132,File:133569865.jpg,133569865,Q188509,suburb,human settlement that is part of/or near to a larger city or town,suburb,['Suburbs']
133,File:103384662.jpg,103384662,Q34442,road,"wide way leading from one place to another, especially one with a specially prepared surface which vehicles can use",road,['Roads']
134,File:79454140.jpg,79454140,Q840330,pommel horse,men's artistic gymnastics apparatus,pommel horse,['Pommel horse']
135,File:105686559.jpg,105686559,Q34442,road,"wide way leading from one place to another, especially one with a specially prepared surface which vehicles can use",road,['Roads']
136,File:146201281.jpg,146201281,Q2630741,community,civil parish type low tier of local government in Wales,community,['Communities in Wales']
137,File:13689646.jpg,13689646,Q10480682,agricultural structure,auxiliary building used in agricultural production,agricultural structure,['Agricultural buildings']
138,File:132695384.jpg,132695384,Q3947,house,building usually intended for living in,house,['Houses']
139,File:122597984.jpg,122597984,Q3031,girl,young female human,girl,['Girls']
140,File:64372071.jpg,64372071,Q41409606,St. Petrus und Paulus,"building in Bad Birnbach, Lower Bavaria, Germany",St. Petrus und Paulus,['St. Petrus und Paulus (Schwaibach)']
141,File:93318461.jpg,93318461,Q722218,label,material affixed to a container or article with printed information,label,['Labels']
142,File:51799738.jpg,51799738,Q7926878,Victoria Monument,monument at Derby Square in Liverpool,Victoria Monument,"['Victoria Monument, Liverpool']"
143,File:13448214.jpg,13448214,Q12280,bridge,"structure that spans and provides a passage over a road, railway, river, or some other obstacle",bridge,['Bridges']
144,File:89338992.jpg,89338992,Q5982079,Luciano Alonso,Spanish politician,Luciano Alonso,['Luciano Alonso Alonso']
145,File:128258903.jpg,128258903,Q11451,agriculture,cultivation of plants and animals to provide useful products,agriculture,['Agriculture']
146,File:114590109.jpg,114590109,Q39614,cemetery,place of burial,cemetery,['Cemeteries']
147,File:128954254.jpg,128954254,Q56397239,energy infrastructure,civil development for power production,energy infrastructure,['Energy infrastructure']
148,File:140164465.jpg,140164465,Q34442,road,"wide way leading from one place to another, especially one with a specially prepared surface which vehicles can use",road,['Roads']
149,File:140455032.jpg,140455032,Q532,village,small clustered human settlement smaller than a town,village,['Villages']
150,File:71399565.jpg,71399565,Q24845401,Alarik Uggla,Finnish opera singer (1860-1908),Alarik Uggla,NA
151,File:9981377.jpg,9981377,Q1571634,Hallertor (Nürnberg),Historic pedestrian gate in the west of Nuremberg's Old Town,Hallertor (Nürnberg),['Hallertor (Nürnberg)']
152,File:113971172.jpg,113971172,Q373954,Dawes,American folk rock band,Dawes,['Dawes (band)']
153,File:28683371.jpg,28683371,Q189039,Zellhof,cultural property in Austria,Zellhof,['Zellhof (municipality Mattsee)']
154,File:75361619.jpg,75361619,Q598168,vault,Wikimedia compound page,vault,['Vault (gymnastics)']
155,File:15824016.jpg,15824016,Q233320,scaffold,temporary structure used to support a work crew and materials,scaffold,['Scaffolding']
156,File:649490.jpg,649490,Q5643142,Fundulus cingulatus,species of fish,Fundulus cingulatus,['Fundulus cingulatus']
157,File:103284759.jpg,103284759,Q5113,bird,"class of vertebrates characterized by wings, a feather-covered body and a beak",bird,['Aves']
158,File:81934008.jpg,81934008,Q245347,India Gate,Triumphal arch in New Delhi,India Gate,['India Gate']
159,File:141410518.jpg,141410518,Q3947,house,building usually intended for living in,house,['Houses']
160,File:128390687.jpg,128390687,Q655686,commercial building,building associated with any aspect of the various activities and business relationships of industry and trade,commercial building,['Commerce buildings']
161,File:132358682.jpg,132358682,Q107412803,Erste mechanische Spinnerei,"Former spinning mill in Hof, factory line",Erste mechanische Spinnerei,['Erste mechanische Spinnerei 1853 (Hof (Saale))']
162,File:37716082.jpg,37716082,Q36949,Robert De Niro,American actor (born 1943),Robert De Niro,['Robert De Niro']
163,File:4360644.jpg,4360644,Q22949641,Pont de Zaglia,bridge in France,Pont de Zaglia,['Pont de Zaglia']
164,File:99831190.jpg,99831190,Q632980,emergency brake,device to stop a train as quickly as possible,emergency brake,['Train emergency brakes']
165,File:113454579.jpg,113454579,Q55075651,upland,non-mountainous region of land which is higher in elevation than adjacent low-lying areas,upland,NA
166,File:142813716.jpg,142813716,Q188509,suburb,human settlement that is part of/or near to a larger city or town,suburb,['Suburbs']
167,File:105282902.jpg,105282902,Q235352,crop,plant that can be grown and harvested extensively for profit or subsistence,crop,['Crops']
168,File:94290239.jpg,94290239,Q1964157,Elena Radionova,Russian figure skater,Elena Radionova,['Elena Radionova']
169,File:125039664.jpg,125039664,Q93352,coast,area where land meets the sea or ocean,coast,['Coasts']
170,File:37762268.jpg,37762268,Q580424,Volvo P1800,car model,Volvo P1800,['Volvo P1800']
171,File:94574715.jpg,94574715,Q617380,Shapuri House,"mansion in Shiraz, Iranian national heritage site",Shapuri House,['Shapuri House']
172,File:130519663.jpg,130519663,Q692104,parallel bars,apparatus used in men's artistic gymnastics,parallel bars,['Parallel bars']
173,File:104086648.jpg,104086648,Q385378,construction,economic activity that consists of the building or assembling of a building or infrastructure,construction,NA
174,File:142838807.jpg,142838807,Q801,Israel,country in Western-Asia,Israel,['Israel']
175,File:40950213.jpg,40950213,Q1495877,Waldemarturm,"tower in Dannenberg, Lower Saxony, Germany",Waldemarturm,['Waldemarturm']
176,File:40829149.jpg,40829149,Q707357,St. Lorenz,"church building in Nuremberg, Germany",St. Lorenz,['St. Lorenz (Nürnberg)']
177,File:12885826.jpg,12885826,Q4100649,Zhan Bush,Russian figure skater,Zhan Bush,['Zhan Bush']
178,File:99517486.jpg,99517486,Q1062352,video game content rating system,system used for the classification of video games into suitability-related groups,video game content rating system,['Video game content ratings systems']
179,File:66577312.jpg,66577312,Q598604,Terminal Tower,"Landmark skyscraper in Downtown Cleveland, Ohio, United States",Terminal Tower,['Terminal Tower']
180,File:138952930.jpg,138952930,Q1468524,city center,"commercial, cultural and often the historical, political and geographic heart of a city",city center,['Downtowns and city centers']
181,File:57542173.jpg,57542173,Q60458657,apple tree,fruit-bearing tree,apple tree,['Apple trees']
182,File:75563249.jpg,75563249,Q1242544,Géza Páskándi,"Hungarian writer, poet (1933-1995)",Géza Páskándi,['Géza Páskándi']
183,File:38819544.jpg,38819544,Q663762,Modau,river in Hesse in Germany,Modau,['Modau']
184,File:110453364.jpg,110453364,Q532,village,small clustered human settlement smaller than a town,village,['Villages']
185,File:110191399.jpg,110191399,Q355304,watercourse,any flowing body of water,watercourse,['Watercourses']
186,File:52054192.jpg,52054192,Q20645774,Dome of Soltaniyeh,"mausoleum in Soltaniyeh, Iranian national heritage site",Dome of Soltaniyeh,['Soltaniyeh Dome']
187,File:19303711.jpg,19303711,Q10861849,Zákolanský potok,left tributary of the River Vltava in Czech Republic,Zákolanský potok,['Zákolanský potok']
188,File:132510589.jpg,132510589,Q5212242,Damian Dąbrowski,Polish footballer,Damian Dąbrowski,NA
189,File:127076479.jpg,127076479,Q5816212,Henrik Huldén,Finnish poet,Henrik Huldén,['Henrik Huldén']
190,File:25109900.jpg,25109900,Q15510138,Elymus glabriflorus,species of plant,Elymus glabriflorus,['Elymus virginicus']
191,File:113943754.jpg,113943754,Q1311670,rail infrastructure,immovable parts of rail transport,rail infrastructure,['Rail transport infrastructure']
192,File:93281026.jpg,93281026,Q391411,Gatineau River,"river in western Quebec, Canada",Gatineau River,['Gatineau River']
193,File:23096416.jpg,23096416,Q5539348,George Ford,English rugby union footballer,George Ford,['George Ford']
194,File:136210486.jpg,136210486,Q105889895,religious site,location significant to one or more religions,religious site,NA
195,File:42811232.jpg,42811232,Q2838857,Allée couverte de Bel Evan,"gallery grave in Plouër-sur-Rance, France",Allée couverte de Bel Evan,['Allée couverte de Bel Evan']
196,File:37741485.jpg,37741485,Q18622933,2014 Punta del Este ePrix,auto race held in Uruguay in 2014,2014 Punta del Este ePrix,['2014 Punta del Este ePrix']
197,File:58778372.jpg,58778372,Q5113,bird,"class of vertebrates characterized by wings, a feather-covered body and a beak",bird,['Aves']
198,File:131667103.jpg,131667103,Q1081138,historic site,"official location where pieces of political, military or social history have been preserved",historic site,['Historic sites']
199,File:142809796.jpg,142809796,Q801,Israel,country in Western-Asia,Israel,['Israel']
200,File:51658524.jpg,51658524,Q8022735,Wilmington station,"railway station in Wilmington, Massachusetts",Wilmington station,['Wilmington station (MBTA)']
201,File:51055570.jpg,51055570,Q3583950,Église Saint-Pierre de Limours,"church located in Essonne, in France",Église Saint-Pierre de Limours,['Église Saint-Pierre de Limours']
202,File:24836280.jpg,24836280,Q1085296,Igreja de São Francisco,"church building in Évora, Évora District, Portugal",Igreja de São Francisco,['Igreja de São Francisco (Évora)']
203,File:107425370.jpg,107425370,Q101687,altar,structure upon which offerings such as sacrifices are made for religious purposes,altar,['Altars']
204,File:56404560.jpg,56404560,Q223194,faun,mythological creature,faun,['Fauns']
205,File:28513871.jpg,28513871,Q796479,Angélica Rivera,Mexican actress,Angélica Rivera,['Angélica Rivera']
206,File:128640220.jpg,128640220,Q5004679,path,small road or street,path,['Paths']
207,File:130259901.jpg,130259901,Q105889895,religious site,location significant to one or more religions,religious site,NA
208,File:120983131.jpg,120983131,Q42309117,Kaleva memorial site,Monument in Estonia,Kaleva memorial site,['Kaleva memorial site']
209,File:115620102.jpg,115620102,Q7959525,Wages for housework,global feminist movement,Wages for housework,NA
210,File:141681942.jpg,141681942,Q105889895,religious site,location significant to one or more religions,religious site,NA
211,File:124655016.jpg,124655016,Q3241565,woodland,low-density forest forming open habitats with plenty of sunlight and limited shade,woodland,['Woodlands']
212,File:114378286.jpg,114378286,Q110250946,Klaske de Kwant,gymnast,Klaske de Kwant,['Klaske de Kwant']
213,File:130399930.jpg,130399930,Q5004679,path,small road or street,path,['Paths']
214,File:133720880.jpg,133720880,Q11451,agriculture,cultivation of plants and animals to provide useful products,agriculture,['Agriculture']
215,File:42292187.jpg,42292187,Q105883179,Olympus (plafond),painting by Gaspare Diziani (Hermitage ГЭ-10652),Olympus (plafond),['Jordan Staircase plafond']
216,File:143426687.jpg,143426687,Q1081138,historic site,"official location where pieces of political, military or social history have been preserved",historic site,['Historic sites']
217,File:18165912.jpg,18165912,Q146,house cat,domesticated feline,house cat,['Felis silvestris catus']
218,File:113251935.jpg,113251935,Q105889895,religious site,location significant to one or more religions,religious site,NA
219,File:137672058.jpg,137672058,Q525,Sun,star at the centre of the Solar System,Sun,['Sun']
220,File:60198758.jpg,60198758,Q729,animal,kingdom of multicellular eukaryotic organisms,animal,['Animalia']
221,File:109498524.jpg,109498524,Q12284,canal,man-made channel for water,canal,['Canals']
222,File:101159828.jpg,101159828,Q6160850,Segovia Viaduct,"bridge in Madrid, Spain",Segovia Viaduct,"['Viaducto de Segovia, Madrid']"
223,File:142382201.jpg,142382201,Q525,Sun,star at the centre of the Solar System,Sun,['Sun']
224,File:21795022.jpg,21795022,Q3536592,Thirumalai Nayakkar Mahal,"17th-century palace in Madurai, Tamil Nadu, India",Thirumalai Nayakkar Mahal,['Thirumalai Nayakkar Mahal']
225,File:116649686.jpg,116649686,Q11451,agriculture,cultivation of plants and animals to provide useful products,agriculture,['Agriculture']
226,File:1623947.jpg,1623947,Q14303,Vallès Oriental,Catalan comarca (county) in the vegueria (region) of Barcelona,Vallès Oriental,['Vallès Oriental']
227,File:16287364.jpg,16287364,Q314921,Vladimir Kovalyonok,Soviet cosmonaut,Vladimir Kovalyonok,['Vladimir Kovalyonok']
